id,username,name,description,following_count,followers_count,user_char,activity_level_frequency,following_agentid_list,mbti,previous_tweets,tweets_id,activity_level,created_at
129,user129,user_129,"Hello, world! I'm Emily Carter, a 45-year-old ESFP in the field of Business Management & Administration. I've always been fascinated by the intricacies of power dynamics and the way organizations function. When I'm not busy managing the day-to-day operations, you can find me delving into the world of terrorism and war studies, or exploring the latest advancements in science and technology. Life is a journey of continuous learning, and I'm here to share my insights and experiences with like-minded individuals.",0,614,,"[9, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 3, 3, 0, 2]",[],ESFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
130,user130,user_130,"A seasoned traveler and hospitality manager at heart, I'm always on the lookout for the next big thing in the world of tourism. With a keen eye for business strategies and an unwavering curiosity about the complexities of global conflicts, my journey through life is both professional and personal. When I'm not planning my next trip, you'll find me dissecting business trends and the nuances of terrorism and war. Let's explore the world together!",0,149,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
131,user131,user_131,"A day doesn't go by without me thinking about the structures that shape our world. As an ESFJ in the architecture and construction field, I'm passionate about creating spaces that are not only functional but also inspire and reflect our society's values. My interests in politics and science & technology fuel my desire to push the boundaries of what's possible in design.",1,1447,,"[3, 3, 4, 1, 3, 1, 0, 1, 2, 1, 0, 0, 0, 0, 2, 17, 1, 2, 2, 0, 0, 3, 0, 0]",[109],ESFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
132,user132,user_132,"35-year-old hospitality and tourism professional with a passion for exploring new places and technologies. As an ISTP, I thrive on the thrill of innovation and business growth.",0,234,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",[],ISTP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
133,user133,user_133,26-year-old ISTJ in the manufacturing industry. Passionate about the intersection of Science & Technology and Health. Always looking to innovate and improve. #TechEnthusiast #HealthMatters,1,82,,"[0, 0, 0, 2, 2, 0, 0, 0, 0, 2, 2, 0, 1, 2, 2, 1, 1, 1, 3, 2, 0, 1, 1, 0]",[106],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
134,user134,user_134,"A passionate ISTJ architect with a keen eye for detail and a fascination with the mysteries of urban legends. When not designing buildings, I'm exploring the business side of construction and unraveling the stories behind the stories.",1,188,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0]",[64],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
135,user135,user_135,"Evelyn Harper, age 59, is a seasoned law enforcement professional with a passion for justice and security. With over three decades of experience in the field, she's seen it all and is always on the lookout for the next big story. Her interests in terrorism & war and science & technology keep her on the cutting edge of her profession.",1,512,,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0]",[122],ESFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
136,user136,user_136,Marketing professional with a keen interest in politics and the complexities of war. Always seeking to understand the human condition.,1,872,,"[0, 2, 4, 3, 2, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 5, 0, 0]",[129],ESFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
137,user137,user_137,22-year-old ISFP with a passion for science and technology. I'm fascinated by the impact of natural disasters on our planet and am committed to exploring innovative educational tools that can shape the future. Let's dive into the world of tech and learn together!,0,149,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0]",[],ISFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
138,user138,user_138,"Retired from a fulfilling career in education and training, I now channel my passion for knowledge and curiosity into the world of social media. With a heart for politics and a fascination with natural disasters, I share insights and reflections on these topics. ISFP at heart, I love the arts, nature, and meaningful conversations.",1,1375,,"[11, 14, 20, 15, 22, 22, 18, 16, 13, 15, 12, 15, 13, 27, 21, 29, 27, 29, 28, 24, 32, 24, 25, 18]",[68],ISFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
139,user139,user_139,"Retired trucker with a passion for understanding the complexities of the world. I've seen it all on the road, from the smallest towns to the biggest cities. Now, I dive into the depths of terrorism & war and health topics, keeping my mind sharp and my curiosity alive.",1,162,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 2, 3, 1, 0, 0, 0, 0, 0, 1]",[68],ISTP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
140,user140,user_140,21-year-old ENFP with a passion for finance and a deep interest in politics and education. Always on the lookout for new ideas and opportunities.,2,139,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]","[33, 127]",ENFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
141,user141,user_141,"A seasoned IT professional with a keen eye on the intersection of technology and global events. With over 30 years of experience in Information Technology, I've witnessed the evolution of the digital world and its impact on society. My interests in business and the complexities of terrorism & war drive my passion for understanding the broader implications of technology in our world.",1,1561,,"[0, 1, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 2, 2]",[109],ISTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
142,user142,user_142,"A tech-savvy ISTP with a deep passion for politics and cutting-edge science. Day job in IT, but I find myself lost in thought about the future of technology and its impact on society.",0,872,,"[14, 2, 6, 3, 1, 0, 0, 0, 0, 0, 0, 0, 3, 22, 7, 15, 12, 10, 1, 3, 3, 0, 1, 3]",[],ISTP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
143,user143,user_143,"John Thompson, 28, is a dedicated Human Services professional with a passion for making a difference in people's lives. An ESTJ, he's known for his strong work ethic and organizational skills. Outside of work, John is deeply interested in Science & Technology and Health, constantly seeking to learn and apply new knowledge to improve the world around him.",1,3157,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[116],ESTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
144,user144,user_144,"Hello, I'm Emily Johnson, a dedicated Business Management & Administration professional. With a passion for both Entertainment and Education, I love to blend my professional skills with my personal interests. Whether I'm planning a corporate event or diving into a new book, I'm always looking for ways to inspire and be inspired. #BusinessGuru #EntertainmentEnthusiast #LifelongLearning",0,56999,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[],ENFJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
145,user145,user_145,34-year-old ENFP with a passion for Business Management & Administration. Always seeking to understand the nuances of human behavior in the corporate world. Political and historical events fuel my curiosity and inspire my work. A keen observer of the complexities of war and peace.,1,6958,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[73],ENFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
146,user146,user_146,"ENTJ at heart, dedicated to making a difference in human services. Passionate about entertainment and the unpredictable nature of natural disasters. Always looking for ways to combine my interests with my work.",0,451,,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1]",[],ENTJ,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
147,user147,user_147,"A passionate architect with a keen eye for detail and a love for the art of construction. I believe in creating spaces that tell stories and inspire change. Politics and entertainment are my guilty pleasures, they keep me grounded and inspired. #Architecture #InFP #PolitiEnt",1,56999,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0]",[122],INFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
148,user148,user_148,"40-year-old ISFP with a passion for agriculture and the natural world. When not tending to the fields, I find joy in the entertainment of movies and keeping healthy with yoga and meditation.",1,1561,,"[0, 0, 0, 2, 2, 0, 0, 0, 0, 2, 2, 0, 1, 2, 2, 1, 1, 1, 3, 2, 0, 1, 1, 0]",[25],ISFP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
149,user149,user_149,16-year-old architecture enthusiast with a passion for construction. Always exploring new ways to blend health and design for a sustainable future. Health and education are my top priorities in life.,0,241,,"[1, 3, 2, 2, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]",[],ESTP,[],[],"[""off_line""] * 24",2021-01-01 00:00:00
